reference_dossier;age;taux_presence_pct;heures_lms_total;retards_rendus;nb_devoirs_total;nb_devoirs_rendus;messages_forum;nb_ue_total;motivation;satisfaction;sentiment_appartenance;mention_bac;filiere;bac_type
COH2027-2532;18;62,4 %;12,7;7;11;9;1;7;3;3;;Très bien;Gestion;Technologique
COH2027-2533;19;42,2 %;14,2;6;10;9;2;5;3;2;2;Assez bien;Informatique;Général
COH2027-2534;24;56,7 %;32,1;11;12;11;4;5;2;2;2;Passable;Lettres;Général
COH2027-2535;19;71,4 %;15,8;8;9;9;3;6;3;;2;Assez bien;Informatique;Général
COH2027-2536;17;54,6 %;38,5;6;9;6;4;5;1;2;1;Assez bien;Lettres;Général
COH2027-2537;17;41,3 %;6,0;8;11;8;1;7;4;2;1;Bien;Informatique;Général
COH2027-2538;19;50,5 %;14,1;4;9;8;3;5;2;2;2;Très bien;Informatique;Technologique
COH2027-2539;21;32,7 %;22,8;6;13;12;3;6;1;3;1;Passable;Mathématiques;Général
COH2027-2540;18;54,4 %;10,5;6;8;6;1;6;3;;3;Assez bien;Gestion;Général
COH2027-2541;22;42,3 %;3,6;6;12;6;0;6;1;2;1;Bien;Gestion;Technologique
COH2027-2542;20;54,5 %;9,5;6;13;6;0;7;;1;1;Assez bien;Gestion;Général
COH2027-2543;19;47,3 %;0,5;5;11;10;1;7;1;2;1;Passable;Informatique;Technologique
COH2027-2544;22;69,2 %;28,7;4;9;6;5;7;;3;4;Passable;Informatique;Général
COH2027-2545;20;45,8 %;14,4;5;9;5;0;6;2;3;1;Assez bien;Biologie;Général
COH2027-2546;22;77,4 %;40,8;5;10;10;9;5;;4;4;Passable;STAPS;Technologique
COH2027-2547;22;65,2 %;23,8;3;13;11;1;6;4;3;4;Très bien;Droit;Technologique
COH2027-2548;18;67,3 %;33,0;5;11;9;4;5;2;2;4;Très bien;Droit;Technologique
COH2027-2549;20;71,7 %;13,2;5;13;12;5;5;3;4;2;Passable;Gestion;Général
COH2027-2550;18;71,9 %;32,0;4;10;9;3;6;4;2;2;Passable;Informatique;Général
COH2027-2551;21;37,9 %;4,8;7;12;7;0;5;1;1;3;Bien;Informatique;Général
COH2027-2552;20;55,4 %;11,9;8;13;11;4;6;3;;1;Passable;Mathématiques;Général
COH2027-2553;19;44,2 %;5,0;6;8;6;2;5;1;1;1;Assez bien;Psychologie;Général
COH2027-2554;17;50,6 %;4,3;6;8;6;5;5;4;;1;Bien;Gestion;Général
COH2027-2555;18;57,4 %;20,2;6;13;9;2;7;1;1;2;Assez bien;Biologie;Général
COH2027-2556;17;49,2 %;2,2;8;10;8;2;6;1;2;2;Passable;Informatique;Général
COH2027-2557;19;62,4 %;16,1;6;9;7;2;5;3;4;2;Assez bien;Informatique;Général
COH2027-2558;18;69,3 %;29,2;5;10;10;3;5;3;3;3;Assez bien;Mathématiques;Technologique
COH2027-2559;23;53,1 %;25,1;3;11;7;6;6;3;2;1;Passable;Informatique;Technologique
COH2027-2560;19;64,0 %;12,3;5;12;10;7;7;3;3;1;Très bien;Informatique;Général
COH2027-2561;23;59,3 %;35,7;6;8;8;6;6;3;;2;Très bien;Informatique;Général
COH2027-2562;18;61,5 %;12,8;8;13;8;0;5;1;1;1;Passable;Mathématiques;Général
COH2027-2563;20;66,2 %;27,6;5;13;13;6;6;3;2;1;Assez bien;Droit;Technologique
COH2027-2564;21;63,4 %;23,9;9;12;10;2;6;4;2;2;Assez bien;Informatique;Général
COH2027-2565;19;59,1 %;23,1;7;9;8;2;5;;1;2;Très bien;Informatique;Général
COH2027-2566;18;49,7 %;17,4;8;10;8;4;6;2;3;2;;Informatique;Général
COH2027-2567;19;64,8 %;22,5;8;8;8;2;6;3;2;4;Assez bien;Psychologie;Général
COH2027-2568;18;50,6 %;13,2;7;11;10;3;5;1;2;3;Assez bien;Gestion;Professionnel
COH2027-2569;21;77,9 %;13,2;5;10;8;7;5;3;3;3;Passable;STAPS;Général
COH2027-2570;23;58,9 %;26,2;6;10;7;3;6;2;1;2;Passable;Mathématiques;Général
COH2027-2571;20;78,3 %;31,6;3;13;13;10;5;4;2;2;Passable;Informatique;Technologique
COH2027-2572;18;59,3 %;10,4;6;8;6;4;5;3;1;2;Bien;Psychologie;Professionnel
COH2027-2573;18;60,0 %;42,2;8;12;12;5;5;4;4;;;Psychologie;Général
COH2027-2574;24;55,4 %;40,5;3;12;12;8;5;3;2;3;Très bien;Droit;Technologique
COH2027-2575;23;76,0 %;17,2;6;12;12;5;5;4;3;3;Assez bien;Lettres;Général
COH2027-2576;18;55,8 %;9,1;9;10;10;2;6;2;2;1;Bien;Informatique;Général
COH2027-2577;21;56,7 %;25,1;8;13;10;3;5;;2;1;Assez bien;STAPS;Technologique
COH2027-2578;23;56,6 %;17,4;4;10;9;4;6;2;3;2;Bien;Mathématiques;Général
COH2027-2579;18;52,6 %;5,2;8;13;8;0;6;1;3;3;Passable;Informatique;Technologique
COH2027-2580;20;57,1 %;24,1;7;9;8;1;6;2;3;3;Bien;Informatique;Général
COH2027-2581;22;63,8 %;23,4;6;8;6;4;6;2;3;1;Assez bien;Informatique;Général
COH2027-2582;18;40,5 %;7,8;9;13;10;0;6;3;1;1;Assez bien;Gestion;Professionnel
COH2027-2583;18;65,7 %;32,5;6;8;6;5;5;2;3;4;Bien;Informatique;Général
COH2027-2584;21;43,9 %;5,0;6;10;6;0;5;2;1;1;Bien;Informatique;Général
COH2027-2585;18;45,8 %;37,6;5;13;9;4;6;2;1;;Très bien;STAPS;Général
COH2027-2586;20;57,4 %;7,0;7;8;8;1;7;2;;2;;Informatique;Professionnel
COH2027-2587;22;77,2 %;40,2;7;13;13;7;6;2;2;2;Passable;Informatique;Général
COH2027-2588;19;64,6 %;28,9;5;10;10;4;6;3;;;Bien;Informatique;Professionnel
COH2027-2589;20;41,0 %;10,7;7;10;7;0;5;;;1;Assez bien;Droit;Professionnel
COH2027-2590;20;55,0 %;17,4;6;11;11;8;6;4;;2;Assez bien;Mathématiques;Technologique
COH2027-2591;20;39,6 %;2,5;5;8;5;0;6;1;1;;Très bien;Droit;Général
COH2027-2592;19;67,8 %;33,2;3;8;8;7;5;4;4;2;Très bien;Mathématiques;Technologique
COH2027-2593;17;73,1 %;22,9;7;11;11;4;6;2;4;3;Bien;Gestion;Général
COH2027-2594;19;60,6 %;27,7;3;13;13;9;6;3;;4;Assez bien;Gestion;Technologique
COH2027-2595;19;46,1 %;9,8;8;13;10;0;6;1;1;1;Passable;Gestion;Général
COH2027-2596;19;65,4 %;29,9;4;8;8;4;7;4;3;4;Assez bien;Droit;Général
COH2027-2597;19;56,7 %;8,2;5;13;10;4;6;2;4;1;Bien;Informatique;Général
COH2027-2598;17;60,1 %;42,6;6;9;6;5;7;2;2;3;Assez bien;Lettres;Technologique
COH2027-2599;27;42,9 %;5,5;5;9;5;1;5;4;1;1;Bien;Informatique;Général
COH2027-2600;18;47,0 %;10,4;8;13;10;0;5;2;2;1;;Informatique;Technologique
COH2027-2601;19;60,7 %;21,9;7;9;9;6;5;4;3;3;Passable;Lettres;Professionnel
COH2027-2602;22;57,5 %;5,9;7;9;7;3;5;2;2;1;Passable;Gestion;Général
COH2027-2603;19;52,2 %;11,4;8;12;10;0;7;1;1;2;Bien;Informatique;Général
COH2027-2604;19;52,9 %;9,8;4;10;7;2;6;1;;1;Passable;Biologie;Général
COH2027-2605;18;43,5 %;12,9;3;11;10;0;5;2;2;1;Assez bien;Informatique;Général
COH2027-2606;21;34,1 %;6,0;4;8;4;0;6;1;1;1;Assez bien;Informatique;Général
COH2027-2607;21;43,4 %;4,7;7;11;7;0;6;1;;1;Assez bien;Gestion;Technologique
COH2027-2608;21;35,1 %;13,5;7;12;7;0;6;2;1;1;Bien;Informatique;Général
COH2027-2609;21;18,2 %;0,0;4;13;4;0;7;1;1;1;Bien;STAPS;Général
COH2027-2610;18;59,0 %;21,7;7;8;7;1;6;;3;2;Assez bien;Biologie;Général
COH2027-2611;27;30,6 %;0,0;5;12;5;0;5;1;2;2;Bien;Informatique;Général
COH2027-2612;18;61,9 %;12,6;3;13;13;8;5;4;3;1;Passable;Psychologie;Général
COH2027-2613;17;47,7 %;0,3;7;11;8;2;5;2;1;1;Passable;Gestion;Général
COH2027-2614;18;62,8 %;31,8;7;13;10;2;6;3;2;1;Assez bien;Gestion;Général
COH2027-2615;17;50,7 %;5,8;7;10;7;0;6;1;;;Bien;Gestion;Professionnel
COH2027-2616;19;30,7 %;0,0;8;12;9;0;6;2;1;1;Passable;Informatique;Général
COH2027-2617;20;50,6 %;5,7;7;9;9;6;7;2;2;2;Passable;Informatique;Technologique
COH2027-2618;23;53,6 %;27,4;8;9;8;3;5;2;2;1;Bien;Informatique;Technologique
COH2027-2619;19;68,6 %;14,9;4;9;9;7;5;4;4;3;Assez bien;Mathématiques;Technologique
COH2027-2620;18;75,7 %;37,6;4;12;12;10;5;4;4;2;;Lettres;Général
COH2027-2621;17;69,6 %;13,4;9;10;9;7;6;4;1;3;Passable;Gestion;Général
COH2027-2622;22;67,6 %;49,3;4;13;13;7;5;4;3;3;Passable;Informatique;Général
COH2027-2623;20;36,4 %;8,2;4;8;4;1;6;2;1;1;Assez bien;Gestion;Général
COH2027-2624;19;76,9 %;36,8;6;11;11;6;5;;3;2;Assez bien;Psychologie;Général
COH2027-2625;18;64,1 %;25,3;7;11;7;2;6;2;;1;Assez bien;STAPS;Général
COH2027-2626;18;63,8 %;18,8;3;11;8;3;5;2;2;2;Bien;Gestion;Technologique
COH2027-2627;18;52,9 %;14,2;8;9;8;3;6;2;2;3;Assez bien;Psychologie;Technologique
COH2027-2628;20;44,5 %;15,6;9;12;9;0;5;2;1;2;Très bien;Gestion;Général
COH2027-2629;18;50,0 %;28,1;7;8;7;4;7;1;2;2;Assez bien;Psychologie;Général
COH2027-2630;20;44,8 %;12,9;6;11;10;2;6;2;4;2;Assez bien;Psychologie;Professionnel
COH2027-2631;18;69,2 %;20,2;8;12;10;3;6;4;1;;Assez bien;STAPS;Général
COH2027-2632;19;53,6 %;21,2;7;10;9;2;6;1;3;3;Passable;Informatique;Général
COH2027-2633;19;57,2 %;28,0;8;11;9;2;6;2;3;4;Assez bien;Lettres;Général
COH2027-2634;20;57,6 %;31,0;7;10;7;2;5;2;4;1;Assez bien;Gestion;Général
COH2027-2635;21;58,0 %;19,9;7;8;7;3;6;3;2;3;Très bien;Informatique;Général
COH2027-2636;21;72,8 %;35,9;6;12;11;6;5;;3;2;Passable;Informatique;Technologique
COH2027-2637;21;48,1 %;9,5;5;8;7;1;5;1;3;4;Passable;Informatique;Technologique
COH2027-2638;20;50,9 %;13,6;8;13;11;2;6;2;1;1;Passable;Informatique;Général
COH2027-2639;20;49,9 %;11,1;7;13;7;2;5;1;2;2;Bien;Gestion;Général
COH2027-2640;24;51,0 %;32,9;8;13;10;3;6;1;3;1;;Mathématiques;Général
COH2027-2641;17;47,3 %;18,3;6;8;6;4;5;2;2;1;Assez bien;Mathématiques;Général
COH2027-2642;17;73,9 %;40,5;7;9;8;4;7;2;4;3;Assez bien;STAPS;Général
COH2027-2643;19;44,3 %;24,4;7;13;10;2;6;1;2;1;Assez bien;Informatique;Technologique
COH2027-2644;18;55,3 %;26,2;6;10;10;6;6;1;2;3;Assez bien;Mathématiques;Général
COH2027-2645;22;76,1 %;25,1;4;9;8;8;6;3;;2;Bien;Informatique;Général
COH2027-2646;24;56,8 %;24,1;7;9;7;6;6;3;1;1;Très bien;Informatique;Technologique
COH2027-2647;20;46,0 %;1,9;8;13;8;1;7;2;2;1;Bien;Informatique;Technologique
COH2027-2648;18;58,5 %;29,7;7;11;8;4;6;2;3;2;;Droit;Général
COH2027-2649;19;50,3 %;10,8;9;13;12;0;6;2;1;3;Passable;Informatique;Technologique
COH2027-2650;18;57,9 %;16,4;5;8;8;7;6;4;2;2;Très bien;Informatique;Technologique
COH2027-2651;20;77,9 %;25,8;7;8;7;5;6;3;3;2;Passable;Informatique;Technologique
COH2027-2652;18;50,5 %;10,1;3;10;4;0;6;2;1;1;Passable;Droit;Technologique
COH2027-2653;18;57,6 %;33,6;4;10;9;3;5;4;3;4;Assez bien;Informatique;Général
COH2027-2654;21;66,9 %;19,8;9;12;9;1;6;2;1;1;Assez bien;Informatique;Général
COH2027-2655;22;49,4 %;16,8;7;12;7;1;6;;3;2;Très bien;Droit;Général
COH2027-2656;24;50,8 %;18,8;6;8;6;0;5;3;2;1;Passable;Mathématiques;Général
COH2027-2657;23;67,2 %;29,1;7;10;7;1;7;4;1;1;Passable;Gestion;Général
COH2027-2658;18;59,6 %;6,5;4;11;9;2;5;1;1;3;Passable;Informatique;Général
COH2027-2659;20;68,6 %;27,1;6;13;13;5;6;4;3;2;Très bien;Gestion;Technologique
COH2027-2660;17;47,2 %;20,1;10;11;10;0;6;1;1;1;Passable;Mathématiques;Général
COH2027-2661;18;62,7 %;16,5;4;12;9;2;7;3;2;1;Assez bien;Informatique;Général
COH2027-2662;23;61,8 %;22,7;3;12;11;5;5;4;3;1;;Biologie;Général
COH2027-2663;19;48,2 %;25,9;9;11;10;1;6;1;3;4;Assez bien;Informatique;Général
COH2027-2664;23;42,5 %;18,1;7;9;7;3;6;4;3;2;Passable;Informatique;Général
COH2027-2665;20;65,3 %;15,4;6;13;13;5;6;2;1;3;Passable;Informatique;Général
COH2027-2666;21;79,2 %;41,1;7;10;8;6;5;4;3;2;Assez bien;Psychologie;Général
COH2027-2667;21;59,2 %;14,8;9;11;9;0;6;;2;1;Bien;Lettres;Général
COH2027-2668;19;78,0 %;29,4;4;8;8;5;5;4;3;3;Passable;Psychologie;Technologique
COH2027-2669;20;61,2 %;34,5;7;11;8;5;5;2;1;4;Passable;Informatique;Technologique
COH2027-2670;26;42,1 %;15,8;7;12;10;4;6;3;3;2;Passable;Lettres;Général
COH2027-2671;17;64,1 %;12,3;7;8;8;7;6;3;2;1;Très bien;Informatique;Technologique
COH2027-2672;23;52,4 %;20,0;9;12;9;3;6;1;3;1;Passable;Biologie;Technologique
COH2027-2673;18;71,1 %;57,6;3;8;8;7;6;;;;Bien;Informatique;Technologique
COH2027-2674;22;66,3 %;17,7;5;12;11;4;6;;2;;Assez bien;Droit;Technologique
COH2027-2675;17;56,7 %;36,0;5;10;8;5;7;4;4;3;Passable;Informatique;Professionnel
COH2027-2676;17;56,6 %;40,5;5;8;8;6;6;3;2;1;Passable;Gestion;Général
COH2027-2677;18;53,2 %;5,2;6;13;11;2;5;3;1;2;Assez bien;Lettres;Général
COH2027-2678;23;68,9 %;7,3;7;8;7;12;5;3;1;1;Passable;Lettres;Technologique
COH2027-2679;18;52,8 %;18,4;5;8;5;0;6;3;1;1;Passable;Biologie;Général
COH2027-2680;17;50,7 %;56,5;6;12;9;3;7;2;2;1;Passable;Informatique;Technologique
COH2027-2681;21;62,6 %;31,1;4;13;13;10;5;4;;4;Passable;Droit;Général
COH2027-2682;22;77,5 %;59,4;3;10;10;13;6;4;4;;Assez bien;Informatique;Technologique
COH2027-2683;22;51,7 %;26,3;3;9;9;5;5;2;1;3;Assez bien;Psychologie;Technologique
COH2027-2684;18;64,9 %;16,6;8;12;8;1;6;3;3;2;Assez bien;Biologie;Général
COH2027-2685;19;23,8 %;0,0;7;12;7;0;7;1;1;1;Assez bien;Mathématiques;Professionnel
COH2027-2686;17;57,4 %;19,8;6;8;6;3;5;1;1;2;Passable;Informatique;Professionnel
COH2027-2687;18;51,8 %;8,3;9;12;9;2;7;2;;1;Assez bien;Lettres;Général
COH2027-2688;19;46,7 %;1,0;5;9;5;1;5;1;1;1;Assez bien;Gestion;Technologique
COH2027-2689;19;58,8 %;24,9;5;10;10;4;6;2;3;3;Assez bien;Informatique;Technologique
COH2027-2690;18;50,2 %;17,9;6;8;7;1;6;1;1;1;Passable;Gestion;Professionnel
COH2027-2691;20;36,8 %;3,0;6;10;6;1;7;1;1;1;Assez bien;Informatique;Technologique
COH2027-2692;22;64,9 %;25,3;7;9;9;3;6;3;3;2;;Informatique;Général
COH2027-2693;19;58,5 %;32,6;6;8;6;3;7;2;3;1;Très bien;Lettres;Général
COH2027-2694;22;41,5 %;4,8;6;9;6;1;6;1;4;1;Bien;Informatique;Général
COH2027-2695;19;45,9 %;23,1;8;13;12;5;6;2;2;2;Bien;Droit;Général
COH2027-2696;21;67,3 %;10,8;4;9;9;5;7;3;2;1;Bien;Mathématiques;Technologique
COH2027-2697;19;60,3 %;16,1;6;8;6;2;6;3;3;1;Très bien;Informatique;Général
COH2027-2698;18;53,4 %;28,4;5;8;5;1;6;1;3;1;Passable;Informatique;Général
COH2027-2699;18;59,2 %;22,6;6;13;11;1;6;1;2;1;Bien;Mathématiques;Professionnel
COH2027-2700;17;60,7 %;23,1;7;13;10;3;7;3;3;2;Passable;Informatique;Général
COH2027-2701;21;42,9 %;11,2;6;8;6;0;5;2;1;1;Passable;Droit;Général
COH2027-2702;19;64,9 %;30,6;7;10;9;6;6;3;3;3;Bien;Informatique;Général
COH2027-2703;20;52,6 %;6,2;7;12;11;4;7;2;;1;Bien;Informatique;Général
COH2027-2704;18;56,3 %;12,3;5;8;7;3;6;2;1;1;Très bien;Informatique;Général
COH2027-2705;21;79,8 %;21,0;6;9;9;4;5;4;4;3;Passable;Informatique;Technologique
COH2027-2706;23;56,4 %;11,8;6;11;9;3;6;2;3;3;Assez bien;Informatique;Général
COH2027-2707;19;28,1 %;0,0;8;13;8;0;6;1;2;3;Passable;Informatique;Général
COH2027-2708;20;50,8 %;59,4;7;13;11;4;6;3;3;;Passable;Psychologie;Technologique
COH2027-2709;20;54,2 %;32,7;6;9;6;2;6;3;2;2;;STAPS;Technologique
COH2027-2710;25;69,2 %;22,9;7;9;7;2;7;1;;1;Bien;Informatique;Général
COH2027-2711;18;66,8 %;51,6;7;13;12;8;6;3;2;3;Passable;Informatique;Technologique
COH2027-2712;17;43,7 %;4,7;6;8;6;0;6;2;1;2;Assez bien;Informatique;Technologique
COH2027-2713;20;46,6 %;35,7;4;8;7;6;6;4;4;4;Passable;Mathématiques;Général
COH2027-2714;21;74,7 %;44,0;4;13;12;9;5;4;4;4;Assez bien;Informatique;Général
COH2027-2715;20;60,0 %;13,1;6;12;9;2;7;1;1;1;Passable;Informatique;Général
COH2027-2716;21;77,2 %;39,0;7;11;11;4;7;4;3;3;Assez bien;Psychologie;Général
COH2027-2717;18;55,8 %;50,5;6;8;6;5;5;1;2;;Passable;Informatique;Professionnel
COH2027-2718;18;64,1 %;25,3;7;11;7;2;6;2;;1;Assez bien;Informatique;Général
COH2027-2719;18;76,0 %;29,2;5;8;8;6;7;2;;1;;Informatique;Technologique
COH2027-2720;18;34,9 %;15,3;9;11;9;0;7;1;4;3;Bien;Droit;Technologique
COH2027-2721;23;47,0 %;11,6;6;9;6;2;6;2;1;2;Assez bien;Informatique;Technologique
COH2027-2722;18;62,2 %;34,6;4;11;8;2;6;2;4;3;Passable;Informatique;Technologique
COH2027-2723;18;76,9 %;31,8;4;11;11;6;6;4;4;3;Assez bien;Lettres;Technologique
COH2027-2724;23;55,4 %;14,2;6;11;8;5;6;2;2;4;Assez bien;Droit;Technologique
COH2027-2725;20;54,0 %;19,8;7;13;10;4;6;1;1;3;Assez bien;Informatique;Professionnel
COH2027-2726;19;58,8 %;14,8;4;11;9;1;7;4;2;2;Passable;Mathématiques;Général
COH2027-2727;20;33,5 %;0,0;4;9;4;0;6;1;1;1;Passable;Biologie;Technologique
COH2027-2728;24;75,7 %;21,1;6;12;12;3;6;3;2;;Assez bien;Gestion;Professionnel
COH2027-2729;21;73,9 %;18,6;4;10;9;3;7;3;2;;Bien;STAPS;Général
COH2027-2730;18;61,8 %;16,1;4;12;9;5;6;3;2;3;Bien;Informatique;Général
COH2027-2731;21;39,7 %;12,8;6;8;6;1;6;1;1;;Assez bien;Gestion;Professionnel
COH2027-2732;19;58,3 %;31,7;4;12;11;8;5;4;2;3;Bien;Informatique;Général
COH2027-2733;22;58,6 %;29,4;4;13;12;6;6;2;3;4;Passable;Lettres;Général
COH2027-2734;19;59,2 %;20,6;6;12;8;2;6;3;1;3;Bien;Informatique;Technologique
COH2027-2735;17;61,5 %;19,4;5;10;9;10;6;4;3;3;Bien;Informatique;Général
COH2027-2736;21;37,9 %;7,3;5;8;5;0;7;1;1;1;;Informatique;Professionnel
COH2027-2737;18;53,6 %;23,7;8;12;12;1;7;3;1;;Bien;Informatique;Technologique
COH2027-2738;18;79,4 %;56,2;4;13;13;10;6;4;3;4;Assez bien;Informatique;Général
COH2027-2739;23;46,8 %;10,3;9;13;9;3;5;3;2;1;Bien;Psychologie;Général
COH2027-2740;19;72,8 %;45,0;3;9;8;4;5;4;3;3;Très bien;Droit;Général
COH2027-2741;18;51,0 %;25,9;8;10;8;1;5;1;2;2;Assez bien;Informatique;Professionnel
COH2027-2742;19;49,7 %;0,7;6;11;6;0;5;1;2;1;Assez bien;Informatique;Général
COH2027-2743;17;44,7 %;7,3;5;8;5;1;7;3;;;Assez bien;STAPS;Général
COH2027-2744;19;49,1 %;25,6;4;8;6;2;5;2;2;1;Assez bien;Informatique;Général
COH2027-2745;18;62,8 %;37,0;4;8;7;6;6;3;3;3;Bien;Informatique;Général
COH2027-2746;21;78,6 %;43,0;5;13;13;9;5;4;;4;Assez bien;Informatique;Professionnel
COH2027-2747;20;61,0 %;42,1;6;10;6;1;6;;2;;Très bien;Droit;Technologique
COH2027-2748;18;53,6 %;23,7;8;12;12;1;7;3;1;;Bien;Droit;Technologique
COH2027-2749;23;75,8 %;30,3;8;10;9;5;5;2;1;1;Passable;Gestion;Général
COH2027-2750;19;51,4 %;18,4;7;13;12;3;5;2;2;1;Très bien;Informatique;Général
COH2027-2751;21;66,7 %;19,9;3;9;9;1;5;2;4;3;;Psychologie;Général
COH2027-2752;18;62,4 %;12,7;7;11;9;1;7;3;3;;Très bien;Gestion;Technologique
COH2027-2753;19;53,9 %;14,0;3;9;7;2;6;2;3;2;Bien;Gestion;Technologique
COH2027-2754;17;79,1 %;24,8;3;13;13;4;6;4;3;4;Passable;Mathématiques;Professionnel
COH2027-2755;18;54,9 %;18,2;7;12;9;0;6;1;1;1;Passable;Informatique;Général
COH2027-2756;17;58,5 %;8,7;7;10;8;5;6;1;4;2;;Informatique;Professionnel
COH2027-2757;21;62,9 %;13,0;6;11;8;2;6;1;2;1;Passable;Informatique;Général
COH2027-2758;20;70,0 %;19,9;5;12;10;6;6;3;2;2;Passable;Informatique;Technologique
COH2027-2759;20;52,3 %;20,6;8;12;8;2;7;3;2;2;Passable;Mathématiques;Professionnel
COH2027-2760;22;58,8 %;5,7;6;13;12;6;6;3;3;2;Bien;Gestion;Général
COH2027-2761;19;35,1 %;6,7;9;13;9;0;6;1;1;2;Passable;Biologie;Technologique
COH2027-2762;22;57,0 %;19,0;5;12;11;1;5;3;3;2;Passable;Informatique;Général
COH2027-2763;19;76,5 %;34,3;7;11;11;3;6;4;1;;Bien;STAPS;Général
COH2027-2764;18;50,5 %;19,1;10;13;10;1;6;3;1;2;Passable;Informatique;Général
COH2027-2765;18;78,6 %;35,7;5;10;10;7;6;4;3;2;Passable;Informatique;Général
COH2027-2766;19;71,6 %;17,1;6;8;7;5;6;4;3;3;Très bien;Droit;Général
COH2027-2767;24;57,0 %;39,4;9;11;10;2;6;3;1;2;Bien;Psychologie;Général
COH2027-2768;21;61,2 %;23,9;7;8;7;3;5;3;3;2;Assez bien;Informatique;Général
COH2027-2769;22;36,1 %;7,2;5;8;5;2;6;2;;1;Assez bien;Informatique;Général
COH2027-2770;20;69,1 %;22,3;5;10;10;3;7;2;3;2;Passable;Biologie;Technologique
COH2027-2771;22;50,6 %;26,0;3;11;10;8;6;2;4;2;Passable;Informatique;Général
COH2027-2772;23;44,3 %;16,1;11;12;11;0;7;1;1;1;Assez bien;Informatique;Général
COH2027-2773;18;75,8 %;23,6;8;10;8;3;6;1;1;3;Bien;Gestion;Technologique
COH2027-2774;20;31,0 %;1,9;5;9;5;0;6;1;3;2;Passable;Lettres;Professionnel
COH2027-2775;20;78,8 %;30,4;6;8;8;8;6;;3;4;Très bien;Gestion;Général
COH2027-2776;21;79,2 %;34,5;4;9;9;4;5;;4;4;Passable;Biologie;Général
COH2027-2777;19;50,0 %;17,9;8;11;9;1;5;3;2;1;Très bien;Gestion;Général
COH2027-2778;22;47,7 %;15,8;6;12;9;1;6;4;2;3;Assez bien;Droit;Technologique
COH2027-2779;17;69,7 %;21,1;6;11;10;0;5;1;2;1;Très bien;Gestion;Général
COH2027-2780;17;46,1 %;12,1;9;11;10;2;6;1;3;1;Très bien;Informatique;Général
COH2027-2781;17;51,9 %;8,8;8;12;8;0;5;2;3;1;Passable;Informatique;Général
COH2027-2782;23;48,4 %;8,6;7;12;7;0;5;1;1;1;Passable;Informatique;Général
COH2027-2783;21;54,4 %;13,8;5;8;5;0;6;3;;1;Bien;Informatique;Général
COH2027-2784;20;46,4 %;5,3;8;11;8;0;7;1;2;1;Assez bien;Biologie;Technologique
COH2027-2785;17;78,2 %;33,3;3;10;9;6;7;4;3;3;Assez bien;Biologie;Général
COH2027-2786;23;56,6 %;17,4;4;10;9;4;6;2;3;2;Bien;Informatique;Général
COH2027-2787;24;61,8 %;38,4;6;8;8;2;5;3;;1;Assez bien;Informatique;Technologique
COH2027-2788;21;50,7 %;17,9;5;8;6;1;6;2;4;;Assez bien;Biologie;Technologique
COH2027-2789;22;54,2 %;29,1;6;13;11;6;5;1;;3;Passable;Informatique;Général
COH2027-2790;17;60,6 %;21,6;3;10;8;1;5;3;3;2;Assez bien;Psychologie;Général
COH2027-2791;21;59,8 %;27,6;8;13;12;3;5;3;2;2;Assez bien;Mathématiques;Général
COH2027-2792;23;75,5 %;32,5;9;10;9;7;6;2;2;3;Très bien;Informatique;Général
COH2027-2793;19;46,1 %;9,8;8;13;10;0;6;1;1;1;Passable;Informatique;Général
COH2027-2794;18;56,8 %;41,6;8;12;8;2;5;1;3;4;Assez bien;Gestion;Professionnel
COH2027-2795;19;45,6 %;16,4;4;11;11;6;6;3;2;3;Passable;Informatique;Général
COH2027-2796;18;64,6 %;15,3;6;9;8;4;5;4;3;1;Très bien;Lettres;Général
COH2027-2797;18;58,3 %;30,2;7;8;8;2;5;4;4;1;Bien;Droit;Général
COH2027-2798;19;54,8 %;9,9;6;12;10;8;6;2;2;2;Assez bien;Informatique;Général
COH2027-2799;20;38,8 %;25,9;7;12;7;0;6;;1;2;Passable;Droit;Technologique
COH2027-2800;17;59,9 %;13,2;8;12;9;1;6;1;3;2;Bien;Gestion;Technologique
COH2027-2801;21;79,0 %;24,9;6;10;10;10;5;1;3;1;Assez bien;Informatique;Général
COH2027-2802;17;49,3 %;10,3;7;10;7;0;6;1;1;2;Passable;STAPS;Général
COH2027-2803;17;50,9 %;0,6;5;9;5;0;5;1;1;2;Très bien;Informatique;Technologique
COH2027-2804;20;79,0 %;32,0;4;12;11;9;7;4;4;4;Bien;STAPS;Général
COH2027-2805;19;64,3 %;30,1;7;8;7;1;5;1;3;2;Bien;Psychologie;Technologique
COH2027-2806;21;76,5 %;8,6;10;12;11;2;7;1;3;1;Assez bien;Droit;Général
COH2027-2807;24;55,4 %;40,5;3;12;12;8;5;3;2;3;Très bien;Droit;Technologique
COH2027-2808;20;47,7 %;45,4;3;11;11;6;7;3;3;2;Bien;Gestion;Général
COH2027-2809;18;57,1 %;28,9;6;8;6;1;7;2;4;1;Assez bien;Droit;Technologique
COH2027-2810;20;79,9 %;24,1;7;12;11;5;6;2;4;2;Bien;Informatique;Technologique
COH2027-2811;21;42,1 %;21,4;7;9;7;0;6;2;1;1;Bien;Biologie;Général
COH2027-2812;25;68,8 %;36,6;4;13;13;8;5;4;3;4;Assez bien;Informatique;Général
